    116.47,    116.50,    115.65,    115.97,    112.84,44351100.00
    115.80,    117.38,    115.75,    116.64,    113.49,27779400.00
    116.74,    117.50,    116.68,    116.95,    113.79,21425000.00
    116.80,    117.40,    116.78,    117.06,    113.90,23783200.00
    116.35,    116.51,    115.64,    116.29,    113.15,26085900.00
    115.59,    116.52,    115.59,    116.52,    113.37,14249500.00
    116.52,    117.80,    116.49,    117.26,    114.09,18296900.00
    117.52,    118.02,    116.20,    116.76,    113.61,20905900.00
    115.80,    116.33,    114.76,    116.15,    113.01,28781900.00
    115.85,    116.51,    115.75,    116.02,    112.89,21118100.00
    115.92,    116.86,    115.81,    116.61,    113.46,22193600.00
    116.78,    118.16,    116.47,    117.91,    114.73,31751900.00
    117.95,    119.43,    117.94,    118.99,    115.78,33561900.00
    118.77,    119.38,    118.30,    119.11,    115.89,24462100.00
    118.74,    119.93,    118.60,    119.75,    116.52,27588600.00
    118.90,    119.30,    118.21,    119.25,    116.03,27086200.00
    119.11,    119.62,    118.81,    119.04,    115.83,26111900.00
    118.34,    120.24,    118.22,    120.00,    116.76,34439800.00
    120.00,    120.50,    119.71,    119.99,    116.75,23713000.00
    119.40,    120.09,    119.37,    119.78,    116.55,25597300.00
    120.45,    120.45,    119.73,    120.00,    116.76,32597900.00
    120.00,    120.81,    119.77,    120.08,    116.84,22050200.00
    119.55,    120.10,    119.50,    119.97,    116.73,23211000.00
    120.42,    122.10,    120.28,    121.88,    118.59,32377600.00
    121.67,    122.44,    121.60,    121.94,    118.65,26337600.00
    122.14,    122.35,    121.60,    121.95,    118.66,20562900.00
    120.93,    121.63,    120.66,    121.63,    118.35,30377500.00
    121.15,    121.39,    120.62,    121.35,    118.07,49201000.00
    127.03,    130.49,    127.01,    128.75,    125.27,111985000.00
    127.98,    129.39,    127.78,    128.53,    125.06,33710400.00
    128.31,    129.19,    128.16,    129.08,    125.59,24507300.00
    129.13,    130.50,    128.90,    130.29,    126.77,26845900.00
    130.54,    132.09,    130.45,    131.53,    127.98,38183800.00
    131.35,    132.22,    131.22,    132.04,    128.47,23004100.00
    131.65,    132.45,    131.12,    132.42,    129.40,28349900.00
    132.46,    132.94,    132.05,    132.12,    129.11,20065500.00
    133.08,    133.82,    132.75,    133.29,    130.25,23035400.00
    133.47,    135.09,    133.25,    135.02,    131.94,33226200.00
    135.52,    136.27,    134.62,    135.51,    132.42,35623100.00
    135.67,    135.90,    134.84,    135.35,    132.27,22584600.00
    135.10,    135.83,    135.10,    135.72,    132.63,22198200.00
    136.23,    136.75,    135.98,    136.70,    133.59,24507200.00
    136.43,    137.12,    136.11,    137.11,    133.99,20836900.00
    137.38,    137.48,    136.30,    136.53,    133.42,20788200.00
    135.91,    136.66,    135.28,    136.66,    133.55,21776600.00
    137.14,    137.44,    136.28,    136.93,    133.81,20257400.00
    137.08,    137.44,    136.70,    136.99,    133.87,23482900.00
    137.89,    140.15,    137.60,    139.79,    136.61,36414600.00
    140.00,    140.28,    138.76,    138.96,    135.79,26211000.00
    138.78,    139.83,    138.59,    139.78,    136.60,21108100.00
    139.37,    139.77,    138.60,    139.34,    136.17,21750000.00
    139.06,    139.98,    138.79,    139.52,    136.34,17446300.00
    138.95,    139.80,    138.82,    139.00,    135.83,18707200.00
    138.74,    138.79,    137.05,    138.68,    135.52,22155900.00
    139.25,    139.36,    138.64,    139.14,    135.97,19612800.00
    138.85,    139.43,    138.82,    139.20,    136.03,17421700.00
    139.30,    139.65,    138.84,    138.99,    135.82,15309100.00
    139.41,    140.75,    139.03,    140.46,    137.26,25691800.00
    140.72,    141.02,    140.26,    140.69,    137.48,19232000.00
    141.00,    141.00,    139.89,    139.99,    136.80,43885000.00
    140.40,    141.50,    140.23,    141.46,    138.24,21542000.00
    142.11,    142.80,    139.73,    139.84,    136.65,39529900.00
    139.85,    141.60,    139.76,    141.42,    138.20,25860200.00
    141.26,    141.58,    140.61,    140.92,    137.71,20346300.00
    141.50,    141.74,    140.35,    140.64,    137.44,22395600.00
    139.39,    141.22,    138.62,    140.88,    137.67,23575100.00
    140.91,    144.04,    140.62,    143.80,    140.52,33374800.00
    143.68,    144.49,    143.19,    144.12,    140.84,29190000.00
    144.19,    144.50,    143.50,    143.93,    140.65,21207300.00
    143.72,    144.27,    143.01,    143.66,    140.39,19661700.00
    143.71,    144.12,    143.05,    143.70,    140.43,19985700.00
    143.25,    144.89,    143.17,    144.77,    141.47,19891400.00
    144.22,    145.46,    143.81,    144.02,    140.74,27717900.00
    144.29,    144.52,    143.45,    143.66,    140.39,21149000.00
    143.73,    144.18,    143.27,    143.34,    140.07,16672200.00
    143.60,    143.88,    142.90,    143.17,    139.91,18933400.00
    142.94,    143.35,    140.06,    141.63,    138.40,30379400.00
    141.60,    142.15,    141.01,    141.80,    138.57,20350000.00
    141.91,    142.38,    141.05,    141.05,    137.84,17822900.00
    141.48,    141.88,    140.87,    141.83,    138.60,16582100.00
    141.41,    142.04,    141.11,    141.20,    137.98,14697500.00
    141.88,    142.00,    140.45,    140.68,    137.48,17328400.00
    141.22,    142.92,    141.16,    142.44,    139.19,23319600.00
    142.44,    142.68,    141.85,    142.27,    139.03,17320900.00
    143.50,    143.95,    143.18,    143.64,    140.37,17134300.00
    143.91,    144.90,    143.87,    144.53,    141.24,18871500.00
    144.47,    144.60,    143.38,    143.68,    140.41,20041200.00
    143.92,    144.16,    143.31,    143.79,    140.51,14246300.00
    144.09,    144.30,    143.27,    143.65,    140.38,20860400.00
    145.10,    147.20,    144.96,    146.58,    143.24,33602900.00
    147.54,    148.09,    146.84,    147.51,    144.15,45352200.00
    145.59,    147.49,    144.27,    147.06,    143.71,45697000.00
    146.52,    147.14,    145.81,    146.53,    143.19,23371900.00
    146.76,    148.98,    146.76,    148.96,    145.57,27327700.00
    149.03,    153.70,    149.03,    153.01,    149.52,48752400.00
    153.87,    154.88,    153.45,    153.99,    150.48,39130400.00
    153.63,    153.94,    152.11,    153.26,    149.77,25805700.00
    152.45,    154.07,    152.31,    153.95,    151.06,27255100.00
    154.70,    156.42,    154.67,    156.10,    153.17,32527000.00
    156.01,    156.65,    155.05,    155.70,    152.78,26009700.00
    155.94,    156.06,    154.72,    155.47,    152.56,20048500.00
